,County,County Code,Avg Daily Precipitation (mm),# of Observations for Daily Precipitation,State,FIPS
1939,"Stanly County, NC",37167,3.09,58440, NC,37167
1940,"Stokes County, NC",37169,3.21,58440, NC,37169
1941,"Surry County, NC",37171,3.19,58440, NC,37171
1942,"Swain County, NC",37173,3.88,65745, NC,37173
1943,"Transylvania County, NC",37175,5.09,43830, NC,37175
1944,"Tyrrell County, NC",37177,3.44,58440, NC,37177
1945,"Union County, NC",37179,3.11,65745, NC,37179
1946,"Vance County, NC",37181,3.17,36525, NC,37181
1947,"Wake County, NC",37183,3.1,109575, NC,37183
1948,"Warren County, NC",37185,3.23,36525, NC,37185
1949,"Washington County, NC",37187,3.46,43830, NC,37187
1950,"Watauga County, NC",37189,3.54,36525, NC,37189
1951,"Wayne County, NC",37191,3.32,65745, NC,37191
1952,"Wilkes County, NC",37193,3.34,94965, NC,37193
1953,"Wilson County, NC",37195,3.22,43830, NC,37195
1954,"Yadkin County, NC",37197,3.14,43830, NC,37197
1955,"Yancey County, NC",37199,3.27,36525, NC,37199
1956,"Adams County, ND",38001,1.16,116880, ND,38001
1957,"Barnes County, ND",38003,1.59,241065, ND,38003
1958,"Benson County, ND",38005,1.51,189930, ND,38005
1959,"Billings County, ND",38007,1.01,175320, ND,38007
1960,"Bottineau County, ND",38009,1.29,284895, ND,38009
1961,"Bowman County, ND",38011,1.05,116880, ND,38011
1962,"Burke County, ND",38013,1.31,189930, ND,38013
1963,"Burleigh County, ND",38015,1.4,241065, ND,38015
1964,"Cass County, ND",38017,1.73,255675, ND,38017
1965,"Cavalier County, ND",38019,1.47,248370, ND,38019
1966,"Dickey County, ND",38021,1.73,153405, ND,38021
1967,"Divide County, ND",38023,1.16,182625, ND,38023
1968,"Dunn County, ND",38025,1.13,277590, ND,38025
1969,"Eddy County, ND",38027,1.53,87660, ND,38027
1970,"Emmons County, ND",38029,1.39,219150, ND,38029
1971,"Foster County, ND",38031,1.52,87660, ND,38031
1972,"Golden Valley County, ND",38033,1.07,146100, ND,38033
1973,"Grand Forks County, ND",38035,1.61,248370, ND,38035
1974,"Grant County, ND",38037,1.13,241065, ND,38037
1975,"Griggs County, ND",38039,1.53,87660, ND,38039
1976,"Hettinger County, ND",38041,1.08,153405, ND,38041
1977,"Kidder County, ND",38043,1.46,219150, ND,38043
1978,"LaMoure County, ND",38045,1.69,175320, ND,38045
1979,"Logan County, ND",38047,1.52,153405, ND,38047
1980,"McHenry County, ND",38049,1.33,255675, ND,38049
1981,"McIntosh County, ND",38051,1.51,102270, ND,38051
1982,"McKenzie County, ND",38053,1.1,387165, ND,38053
1983,"McLean County, ND",38055,1.25,372555, ND,38055
1984,"Mercer County, ND",38057,1.24,153405, ND,38057
1985,"Morton County, ND",38059,1.26,277590, ND,38059
1986,"Mountrail County, ND",38061,1.16,270285, ND,38061
1987,"Nelson County, ND",38063,1.59,168015, ND,38063
1988,"Oliver County, ND",38065,1.29,94965, ND,38065
1989,"Pembina County, ND",38067,1.51,182625, ND,38067
1990,"Pierce County, ND",38069,1.48,131490, ND,38069
1991,"Ramsey County, ND",38071,1.5,197235, ND,38071
1992,"Ransom County, ND",38073,1.82,131490, ND,38073
1993,"Renville County, ND",38075,1.21,102270, ND,38075
1994,"Richland County, ND",38077,1.81,204540, ND,38077
1995,"Rolette County, ND",38079,1.41,146100, ND,38079
1996,"Sargent County, ND",38081,1.85,131490, ND,38081
1997,"Sheridan County, ND",38083,1.39,131490, ND,38083
1998,"Sioux County, ND",38085,1.24,109575, ND,38085
1999,"Slope County, ND",38087,1.02,182625, ND,38087
2000,"Stark County, ND",38089,1.08,197235, ND,38089
2001,"Steele County, ND",38091,1.61,87660, ND,38091
2002,"Stutsman County, ND",38093,1.45,350640, ND,38093
2003,"Towner County, ND",38095,1.45,146100, ND,38095
2004,"Traill County, ND",38097,1.69,109575, ND,38097
2005,"Walsh County, ND",38099,1.51,138795, ND,38099
2006,"Ward County, ND",38101,1.25,306810, ND,38101
2007,"Wells County, ND",38103,1.52,189930, ND,38103
2008,"Williams County, ND",38105,1.1,299505, ND,38105
2009,"Adams County, OH",39001,2.98,73050, OH,39001
2010,"Allen County, OH",39003,2.65,58440, OH,39003
2011,"Ashland County, OH",39005,2.73,51135, OH,39005
2012,"Ashtabula County, OH",39007,2.86,102270, OH,39007
2013,"Athens County, OH",39009,2.78,58440, OH,39009
2014,"Auglaize County, OH",39011,2.7,43830, OH,39011
2015,"Belmont County, OH",39013,2.77,58440, OH,39013
2016,"Brown County, OH",39015,2.99,51135, OH,39015
2017,"Butler County, OH",39017,2.83,65745, OH,39017
2018,"Carroll County, OH",39019,2.68,58440, OH,39019
2019,"Champaign County, OH",39021,2.84,58440, OH,39021
2020,"Clark County, OH",39023,2.85,43830, OH,39023
2021,"Clermont County, OH",39025,2.94,58440, OH,39025
2022,"Clinton County, OH",39027,2.92,51135, OH,39027
2023,"Columbiana County, OH",39029,2.64,58440, OH,39029
2024,"Coshocton County, OH",39031,2.69,80355, OH,39031
2025,"Crawford County, OH",39033,2.73,43830, OH,39033
2026,"Cuyahoga County, OH",39035,2.7,65745, OH,39035
2027,"Darke County, OH",39037,2.81,87660, OH,39037
2028,"Defiance County, OH",39039,2.54,36525, OH,39039
2029,"Delaware County, OH",39041,2.63,65745, OH,39041
2030,"Erie County, OH",39043,2.62,43830, OH,39043
2031,"Fairfield County, OH",39045,2.76,73050, OH,39045
2032,"Fayette County, OH",39047,2.76,58440, OH,39047
2033,"Franklin County, OH",39049,2.66,80355, OH,39049
2034,"Fulton County, OH",39051,2.56,58440, OH,39051
2035,"Gallia County, OH",39053,2.85,73050, OH,39053
2036,"Geauga County, OH",39055,3.04,51135, OH,39055
2037,"Greene County, OH",39057,2.87,58440, OH,39057
2038,"Guernsey County, OH",39059,2.64,65745, OH,39059
2039,"Hamilton County, OH",39061,2.99,36525, OH,39061
2040,"Hancock County, OH",39063,2.47,51135, OH,39063
2041,"Hardin County, OH",39065,2.57,80355, OH,39065
2042,"Harrison County, OH",39067,2.66,51135, OH,39067
2043,"Henry County, OH",39069,2.54,73050, OH,39069
2044,"Highland County, OH",39071,2.94,73050, OH,39071
2045,"Hocking County, OH",39073,2.8,51135, OH,39073
2046,"Holmes County, OH",39075,2.73,29220, OH,39075
2047,"Huron County, OH",39077,2.72,58440, OH,39077
2048,"Jackson County, OH",39079,2.78,43830, OH,39079
2049,"Jefferson County, OH",39081,2.67,65745, OH,39081
2050,"Knox County, OH",39083,2.76,73050, OH,39083
2051,"Lake County, OH",39085,2.75,21915, OH,39085
2052,"Lawrence County, OH",39087,2.88,58440, OH,39087
2053,"Licking County, OH",39089,2.78,94965, OH,39089
2054,"Logan County, OH",39091,2.74,58440, OH,39091
2055,"Lorain County, OH",39093,2.67,80355, OH,39093
2056,"Lucas County, OH",39095,2.48,51135, OH,39095
2057,"Madison County, OH",39097,2.7,51135, OH,39097
2058,"Mahoning County, OH",39099,2.63,65745, OH,39099
2059,"Marion County, OH",39101,2.67,43830, OH,39101
2060,"Medina County, OH",39103,2.71,58440, OH,39103
2061,"Meigs County, OH",39105,2.87,43830, OH,39105
2062,"Mercer County, OH",39107,2.77,43830, OH,39107
2063,"Miami County, OH",39109,2.87,58440, OH,39109
2064,"Monroe County, OH",39111,2.82,51135, OH,39111
2065,"Montgomery County, OH",39113,2.85,43830, OH,39113
2066,"Morgan County, OH",39115,2.74,36525, OH,39115
2067,"Morrow County, OH",39117,2.73,58440, OH,39117
2068,"Muskingum County, OH",39119,2.64,80355, OH,39119
2069,"Noble County, OH",39121,2.72,51135, OH,39121
2070,"Ottawa County, OH",39123,2.48,21915, OH,39123
2071,"Paulding County, OH",39125,2.53,43830, OH,39125
2072,"Perry County, OH",39127,2.72,51135, OH,39127
2073,"Pickaway County, OH",39129,2.6,43830, OH,39129
2074,"Pike County, OH",39131,2.79,43830, OH,39131
2075,"Portage County, OH",39133,2.84,65745, OH,39133
2076,"Preble County, OH",39135,2.83,29220, OH,39135
2077,"Putnam County, OH",39137,2.54,58440, OH,39137
2078,"Richland County, OH",39139,2.77,73050, OH,39139
2079,"Ross County, OH",39141,2.73,102270, OH,39141
2080,"Sandusky County, OH",39143,2.52,51135, OH,39143
2081,"Scioto County, OH",39145,2.81,87660, OH,39145
2082,"Seneca County, OH",39147,2.64,58440, OH,39147
2083,"Shelby County, OH",39149,2.82,51135, OH,39149
2084,"Stark County, OH",39151,2.7,65745, OH,39151
2085,"Summit County, OH",39153,2.73,58440, OH,39153
2086,"Trumbull County, OH",39155,2.69,87660, OH,39155
2087,"Tuscarawas County, OH",39157,2.67,73050, OH,39157
2088,"Union County, OH",39159,2.62,51135, OH,39159
2089,"Van Wert County, OH",39161,2.67,51135, OH,39161
2090,"Vinton County, OH",39163,2.84,51135, OH,39163
2091,"Warren County, OH",39165,2.9,65745, OH,39165
2092,"Washington County, OH",39167,2.81,109575, OH,39167
2093,"Wayne County, OH",39169,2.73,87660, OH,39169
2094,"Williams County, OH",39171,2.53,65745, OH,39171
2095,"Wood County, OH",39173,2.43,94965, OH,39173
2096,"Wyandot County, OH",39175,2.55,51135, OH,39175
2097,"Adair County, OK",40001,3.41,58440, OK,40001
2098,"Alfalfa County, OK",40003,2.23,87660, OK,40003
2099,"Atoka County, OK",40005,3.16,138795, OK,40005
2100,"Beaver County, OK",40007,1.51,233760, OK,40007
2101,"Beckham County, OK",40009,1.87,102270, OK,40009
2102,"Blaine County, OK",40011,2.16,109575, OK,40011
2103,"Bryan County, OK",40013,2.95,94965, OK,40013
2104,"Caddo County, OK",40015,2.2,138795, OK,40015
2105,"Canadian County, OK",40017,2.36,109575, OK,40017
2106,"Carter County, OK",40019,2.54,80355, OK,40019
2107,"Cherokee County, OK",40021,3.24,102270, OK,40021
2108,"Choctaw County, OK",40023,3.12,87660, OK,40023
2109,"Cimarron County, OK",40025,1.17,233760, OK,40025
2110,"Cleveland County, OK",40027,2.53,65745, OK,40027
2111,"Coal County, OK",40029,3.03,58440, OK,40029
2112,"Comanche County, OK",40031,2.21,138795, OK,40031
2113,"Cotton County, OK",40033,2.22,87660, OK,40033
2114,"Craig County, OK",40035,3.21,87660, OK,40035
2115,"Creek County, OK",40037,2.83,131490, OK,40037
2116,"Custer County, OK",40039,1.99,131490, OK,40039
2117,"Delaware County, OK",40041,3.22,94965, OK,40041
2118,"Dewey County, OK",40043,1.95,87660, OK,40043
2119,"Ellis County, OK",40045,1.69,146100, OK,40045
2120,"Garfield County, OK",40047,2.38,146100, OK,40047
2121,"Garvin County, OK",40049,2.59,109575, OK,40049
2122,"Grady County, OK",40051,2.38,175320, OK,40051
2123,"Grant County, OK",40053,2.43,109575, OK,40053
2124,"Greer County, OK",40055,1.92,80355, OK,40055
2125,"Harmon County, OK",40057,1.78,65745, OK,40057
2126,"Harper County, OK",40059,1.72,124185, OK,40059
2127,"Haskell County, OK",40061,3.19,80355, OK,40061
2128,"Hughes County, OK",40063,2.93,87660, OK,40063
2129,"Jackson County, OK",40065,1.89,102270, OK,40065
2130,"Jefferson County, OK",40067,2.28,94965, OK,40067
2131,"Johnston County, OK",40069,2.86,80355, OK,40069
2132,"Kay County, OK",40071,2.6,109575, OK,40071
2133,"Kingfisher County, OK",40073,2.31,109575, OK,40073
2134,"Kiowa County, OK",40075,2.05,102270, OK,40075
2135,"Latimer County, OK",40077,3.4,94965, OK,40077
2136,"Le Flore County, OK",40079,3.51,197235, OK,40079
2137,"Lincoln County, OK",40081,2.67,116880, OK,40081
2138,"Logan County, OK",40083,2.53,73050, OK,40083
2139,"Love County, OK",40085,2.48,65745, OK,40085
2140,"McClain County, OK",40087,2.58,58440, OK,40087
2141,"McCurtain County, OK",40089,3.57,197235, OK,40089
2142,"McIntosh County, OK",40091,3.08,65745, OK,40091
2143,"Major County, OK",40093,2.1,138795, OK,40093
2144,"Marshall County, OK",40095,2.75,43830, OK,40095
2145,"Mayes County, OK",40097,3.08,73050, OK,40097
2146,"Murray County, OK",40099,2.62,43830, OK,40099
2147,"Muskogee County, OK",40101,3.03,116880, OK,40101
2148,"Noble County, OK",40103,2.6,124185, OK,40103
2149,"Nowata County, OK",40105,2.97,87660, OK,40105
2150,"Okfuskee County, OK",40107,2.95,80355, OK,40107
2151,"Oklahoma County, OK",40109,2.49,87660, OK,40109
2152,"Okmulgee County, OK",40111,2.96,80355, OK,40111
2153,"Osage County, OK",40113,2.77,299505, OK,40113
2154,"Ottawa County, OK",40115,3.26,65745, OK,40115
2155,"Pawnee County, OK",40117,2.75,65745, OK,40117
2156,"Payne County, OK",40119,2.65,58440, OK,40119
2157,"Pittsburg County, OK",40121,3.12,160710, OK,40121
2158,"Pontotoc County, OK",40123,2.81,87660, OK,40123
2159,"Pottawatomie County, OK",40125,2.74,102270, OK,40125
2160,"Pushmataha County, OK",40127,3.39,182625, OK,40127
2161,"Roger Mills County, OK",40129,1.83,146100, OK,40129
2162,"Rogers County, OK",40131,3.05,109575, OK,40131
2163,"Seminole County, OK",40133,2.87,65745, OK,40133
2164,"Sequoyah County, OK",40135,3.27,73050, OK,40135
2165,"Stephens County, OK",40137,2.45,109575, OK,40137
2166,"Texas County, OK",40139,1.29,233760, OK,40139
2167,"Tillman County, OK",40141,2.04,109575, OK,40141
2168,"Tulsa County, OK",40143,2.9,43830, OK,40143
2169,"Wagoner County, OK",40145,3.02,73050, OK,40145
2170,"Washington County, OK",40147,2.77,36525, OK,40147
2171,"Washita County, OK",40149,2.05,131490, OK,40149
2172,"Woods County, OK",40151,2.01,168015, OK,40151
2173,"Woodward County, OK",40153,1.79,160710, OK,40153
2174,"Baker County, OR",41001,1.43,445605, OR,41001
2175,"Benton County, OR",41003,4.26,109575, OR,41003
2176,"Clackamas County, OR",41005,4.91,292200, OR,41005
2177,"Clatsop County, OR",41007,6.6,124185, OR,41007
2178,"Columbia County, OR",41009,3.58,102270, OR,41009
2179,"Coos County, OR",41011,4.92,211845, OR,41011
2180,"Crook County, OR",41013,0.97,372555, OR,41013
2181,"Curry County, OR",41015,7.01,204540, OR,41015
2182,"Deschutes County, OR",41017,1.32,409080, OR,41017
2183,"Douglas County, OR",41019,3.57,657450, OR,41019
2184,"Gilliam County, OR",41021,0.91,197235, OR,41021
2185,"Grant County, OR",41023,1.39,599010, OR,41023
2186,"Harney County, OR",41025,0.84,1336815, OR,41025
2187,"Hood River County, OR",41027,4.22,65745, OR,41027
2188,"Jackson County, OR",41029,2.51,394470, OR,41029
2189,"Jefferson County, OR",41031,1.2,292200, OR,41031
2190,"Josephine County, OR",41033,3.91,219150, OR,41033
2191,"Klamath County, OR",41035,1.68,788940, OR,41035
2192,"Lake County, OR",41037,0.94,1139580, OR,41037
2193,"Lane County, OR",41039,4.32,650145, OR,41039
2194,"Lincoln County, OR",41041,6.21,131490, OR,41041
2195,"Linn County, OR",41043,4.8,314115, OR,41043
2196,"Malheur County, OR",41045,0.8,1366035, OR,41045
2197,"Marion County, OR",41047,4.47,160710, OR,41047
2198,"Morrow County, OR",41049,1.05,284895, OR,41049
2199,"Multnomah County, OR",41051,4.31,65745, OR,41051
2200,"Polk County, OR",41053,4.6,116880, OR,41053
2201,"Sherman County, OR",41055,0.86,102270, OR,41055
2202,"Tillamook County, OR",41057,7.64,153405, OR,41057
2203,"Umatilla County, OR",41059,1.62,445605, OR,41059
2204,"Union County, OR",41061,1.83,262980, OR,41061
2205,"Wallowa County, OR",41063,1.84,438300, OR,41063
2206,"Wasco County, OR",41065,1.3,314115, OR,41065
2207,"Washington County, OR",41067,3.6,109575, OR,41067
2208,"Wheeler County, OR",41069,1.22,241065, OR,41069
2209,"Yamhill County, OR",41071,3.78,80355, OR,41071
2210,"Adams County, PA",42001,3.27,58440, PA,42001
2211,"Allegheny County, PA",42003,2.6,87660, PA,42003
2212,"Armstrong County, PA",42005,2.87,109575, PA,42005
2213,"Beaver County, PA",42007,2.65,58440, PA,42007
2214,"Bedford County, PA",42009,2.67,109575, PA,42009
2215,"Berks County, PA",42011,3.36,116880, PA,42011
2216,"Blair County, PA",42013,2.79,65745, PA,42013
2217,"Bradford County, PA",42015,2.81,146100, PA,42015
2218,"Bucks County, PA",42017,3.46,80355, PA,42017
2219,"Butler County, PA",42019,2.68,87660, PA,42019
2220,"Cambria County, PA",42021,2.96,102270, PA,42021
2221,"Cameron County, PA",42023,2.99,51135, PA,42023
2222,"Carbon County, PA",42025,3.57,43830, PA,42025
2223,"Centre County, PA",42027,2.91,138795, PA,42027
2224,"Chester County, PA",42029,3.33,94965, PA,42029
2225,"Clarion County, PA",42031,2.92,65745, PA,42031
2226,"Clearfield County, PA",42033,2.96,131490, PA,42033
2227,"Clinton County, PA",42035,2.93,124185, PA,42035
2228,"Columbia County, PA",42037,3.11,51135, PA,42037
2229,"Crawford County, PA",42039,2.83,138795, PA,42039
2230,"Cumberland County, PA",42041,3.11,73050, PA,42041
2231,"Dauphin County, PA",42043,3.22,73050, PA,42043
2232,"Delaware County, PA",42045,3.28,21915, PA,42045
2233,"Elk County, PA",42047,2.96,116880, PA,42047
2234,"Erie County, PA",42049,2.76,102270, PA,42049
2235,"Fayette County, PA",42051,3.02,94965, PA,42051
2236,"Forest County, PA",42053,3.02,51135, PA,42053
2237,"Franklin County, PA",42055,3.09,87660, PA,42055
2238,"Fulton County, PA",42057,2.88,58440, PA,42057
2239,"Greene County, PA",42059,2.74,65745, PA,42059
2240,"Huntingdon County, PA",42061,2.91,116880, PA,42061
2241,"Indiana County, PA",42063,3.16,94965, PA,42063
2242,"Jefferson County, PA",42065,3.0,109575, PA,42065
2243,"Juniata County, PA",42067,3.05,36525, PA,42067
2244,"Lackawanna County, PA",42069,3.12,51135, PA,42069
2245,"Lancaster County, PA",42071,3.03,124185, PA,42071
2246,"Lawrence County, PA",42073,2.76,43830, PA,42073
2247,"Lebanon County, PA",42075,3.28,43830, PA,42075
2248,"Lehigh County, PA",42077,3.5,43830, PA,42077
2249,"Luzerne County, PA",42079,3.28,124185, PA,42079
2250,"Lycoming County, PA",42081,3.04,160710, PA,42081
2251,"Mc Kean County, PA",42083,3.07,124185, PA,42083
2252,"Mercer County, PA",42085,2.81,87660, PA,42085
2253,"Mifflin County, PA",42087,3.01,65745, PA,42087
2254,"Monroe County, PA",42089,3.67,87660, PA,42089
2255,"Montgomery County, PA",42091,3.38,43830, PA,42091
2256,"Montour County, PA",42093,3.11,14610, PA,42093
2257,"Northampton County, PA",42095,3.48,51135, PA,42095
2258,"Northumberland County, PA",42097,3.15,65745, PA,42097
2259,"Perry County, PA",42099,3.08,80355, PA,42099
2260,"Philadelphia County, PA",42101,3.32,21915, PA,42101
2261,"Pike County, PA",42103,3.35,80355, PA,42103
2262,"Potter County, PA",42105,2.94,138795, PA,42105
2263,"Schuylkill County, PA",42107,3.48,94965, PA,42107
2264,"Snyder County, PA",42109,3.18,51135, PA,42109
2265,"Somerset County, PA",42111,3.0,131490, PA,42111
2266,"Sullivan County, PA",42113,3.32,58440, PA,42113
2267,"Susquehanna County, PA",42115,3.1,109575, PA,42115
2268,"Tioga County, PA",42117,2.7,168015, PA,42117
2269,"Union County, PA",42119,3.16,36525, PA,42119
2270,"Venango County, PA",42121,2.81,94965, PA,42121
2271,"Warren County, PA",42123,3.0,116880, PA,42123
2272,"Washington County, PA",42125,2.65,102270, PA,42125
2273,"Wayne County, PA",42127,3.32,109575, PA,42127
2274,"Westmoreland County, PA",42129,2.97,131490, PA,42129
2275,"Wyoming County, PA",42131,3.15,51135, PA,42131
2276,"York County, PA",42133,3.1,102270, PA,42133
2277,"Bristol County, RI",44001,3.3,7305, RI,44001
2278,"Kent County, RI",44003,3.46,21915, RI,44003
2279,"Newport County, RI",44005,3.2,7305, RI,44005
2280,"Providence County, RI",44007,3.49,43830, RI,44007
2281,"Washington County, RI",44009,3.41,36525, RI,44009
2282,"Abbeville County, SC",45001,3.01,65745, SC,45001
2283,"Aiken County, SC",45003,3.25,131490, SC,45003
2284,"Allendale County, SC",45005,3.12,51135, SC,45005
2285,"Anderson County, SC",45007,3.27,80355, SC,45007
2286,"Bamberg County, SC",45009,3.25,51135, SC,45009
2287,"Barnwell County, SC",45011,3.22,58440, SC,45011
2288,"Beaufort County, SC",45013,3.3,65745, SC,45013
2289,"Berkeley County, SC",45015,3.5,146100, SC,45015
2290,"Calhoun County, SC",45017,3.24,43830, SC,45017
2291,"Charleston County, SC",45019,3.46,102270, SC,45019
2292,"Cherokee County, SC",45021,3.24,36525, SC,45021
2293,"Chester County, SC",45023,3.01,102270, SC,45023
2294,"Chesterfield County, SC",45025,3.18,102270, SC,45025
2295,"Clarendon County, SC",45027,3.29,73050, SC,45027
2296,"Colleton County, SC",45029,3.32,124185, SC,45029
2297,"Darlington County, SC",45031,3.19,65745, SC,45031
2298,"Dillon County, SC",45033,3.18,51135, SC,45033
2299,"Dorchester County, SC",45035,3.44,65745, SC,45035
2300,"Edgefield County, SC",45037,3.15,58440, SC,45037
2301,"Fairfield County, SC",45039,2.94,73050, SC,45039
2302,"Florence County, SC",45041,3.26,102270, SC,45041
2303,"Georgetown County, SC",45043,3.66,102270, SC,45043
2304,"Greenville County, SC",45045,3.58,94965, SC,45045
2305,"Greenwood County, SC",45047,3.01,65745, SC,45047
2306,"Hampton County, SC",45049,3.2,58440, SC,45049
2307,"Horry County, SC",45051,3.6,131490, SC,45051
2308,"Jasper County, SC",45053,3.23,73050, SC,45053
2309,"Kershaw County, SC",45055,3.01,80355, SC,45055
2310,"Lancaster County, SC",45057,3.06,73050, SC,45057
2311,"Laurens County, SC",45059,3.08,80355, SC,45059
2312,"Lee County, SC",45061,3.14,51135, SC,45061
2313,"Lexington County, SC",45063,3.22,87660, SC,45063
2314,"McCormick County, SC",45065,2.93,43830, SC,45065
2315,"Marion County, SC",45067,3.4,58440, SC,45067
2316,"Marlboro County, SC",45069,3.14,58440, SC,45069
2317,"Newberry County, SC",45071,2.99,80355, SC,45071
2318,"Oconee County, SC",45073,4.06,80355, SC,45073
2319,"Orangeburg County, SC",45075,3.3,138795, SC,45075
2320,"Pickens County, SC",45077,3.82,58440, SC,45077
2321,"Richland County, SC",45079,3.11,87660, SC,45079
2322,"Saluda County, SC",45081,3.11,43830, SC,45081
2323,"Spartanburg County, SC",45083,3.47,102270, SC,45083
2324,"Sumter County, SC",45085,3.22,87660, SC,45085
2325,"Union County, SC",45087,3.11,58440, SC,45087
2326,"Williamsburg County, SC",45089,3.46,102270, SC,45089
2327,"York County, SC",45091,3.05,65745, SC,45091
2328,"Aurora County, SD",46003,1.74,65745, SD,46003
2329,"Beadle County, SD",46005,1.68,153405, SD,46005
2330,"Bennett County, SD",46007,1.37,153405, SD,46007
2331,"Bon Homme County, SD",46009,1.76,73050, SD,46009
2332,"Brookings County, SD",46011,1.72,73050, SD,46011
2333,"Brown County, SD",46013,1.67,226455, SD,46013
2334,"Brule County, SD",46015,1.61,116880, SD,46015
2335,"Buffalo County, SD",46017,1.52,109575, SD,46017
2336,"Butte County, SD",46019,1.15,292200, SD,46019
2337,"Campbell County, SD",46021,1.35,109575, SD,46021
2338,"Charles Mix County, SD",46023,1.8,138795, SD,46023
2339,"Clark County, SD",46025,1.7,138795, SD,46025
2340,"Clay County, SD",46027,1.98,65745, SD,46027
2341,"Codington County, SD",46029,1.63,109575, SD,46029
2342,"Corson County, SD",46031,1.24,372555, SD,46031
2343,"Custer County, SD",46033,1.35,197235, SD,46033
2344,"Davison County, SD",46035,1.78,65745, SD,46035
2345,"Day County, SD",46037,1.73,168015, SD,46037
2346,"Deuel County, SD",46039,1.78,87660, SD,46039
2347,"Dewey County, SD",46041,1.33,343335, SD,46041
2348,"Douglas County, SD",46043,1.85,58440, SD,46043
2349,"Edmunds County, SD",46045,1.61,175320, SD,46045
2350,"Fall River County, SD",46047,1.27,233760, SD,46047
2351,"Faulk County, SD",46049,1.65,153405, SD,46049
2352,"Grant County, SD",46051,1.67,94965, SD,46051
2353,"Gregory County, SD",46053,1.76,146100, SD,46053
2354,"Haakon County, SD",46055,1.21,255675, SD,46055
2355,"Hamlin County, SD",46057,1.7,73050, SD,46057
2356,"Hand County, SD",46059,1.68,168015, SD,46059
2357,"Hanson County, SD",46061,1.8,65745, SD,46061
2358,"Harding County, SD",46063,1.09,350640, SD,46063
2359,"Hughes County, SD",46065,1.51,80355, SD,46065
2360,"Hutchinson County, SD",46067,1.8,131490, SD,46067
2361,"Hyde County, SD",46069,1.7,87660, SD,46069
2362,"Jackson County, SD",46071,1.24,255675, SD,46071
2363,"Jerauld County, SD",46073,1.75,87660, SD,46073
2364,"Jones County, SD",46075,1.36,109575, SD,46075
2365,"Kingsbury County, SD",46077,1.78,87660, SD,46077
2366,"Lake County, SD",46079,1.81,87660, SD,46079
2367,"Lawrence County, SD",46081,1.86,94965, SD,46081
2368,"Lincoln County, SD",46083,1.9,58440, SD,46083
2369,"Lyman County, SD",46085,1.42,226455, SD,46085
2370,"McCook County, SD",46087,1.83,87660, SD,46087
2371,"McPherson County, SD",46089,1.57,175320, SD,46089
2372,"Marshall County, SD",46091,1.85,94965, SD,46091
2373,"Meade County, SD",46093,1.25,496740, SD,46093
2374,"Mellette County, SD",46095,1.41,189930, SD,46095
2375,"Miner County, SD",46097,1.79,87660, SD,46097
2376,"Minnehaha County, SD",46099,1.82,109575, SD,46099
2377,"Moody County, SD",46101,1.73,65745, SD,46101
2378,"Pennington County, SD",46103,1.33,372555, SD,46103
2379,"Perkins County, SD",46105,1.19,467520, SD,46105
2380,"Potter County, SD",46107,1.58,124185, SD,46107
2381,"Roberts County, SD",46109,1.73,131490, SD,46109
2382,"Sanborn County, SD",46111,1.73,87660, SD,46111
2383,"Shannon County, SD",46113,1.31,255675, SD,46113
2384,"Spink County, SD",46115,1.63,219150, SD,46115
2385,"Stanley County, SD",46117,1.37,211845, SD,46117
2386,"Sully County, SD",46119,1.52,168015, SD,46119
2387,"Todd County, SD",46121,1.47,175320, SD,46121
2388,"Tripp County, SD",46123,1.54,248370, SD,46123
2389,"Turner County, SD",46125,1.87,87660, SD,46125
2390,"Union County, SD",46127,2.05,51135, SD,46127
2391,"Walworth County, SD",46129,1.36,116880, SD,46129
2392,"Yankton County, SD",46135,1.84,65745, SD,46135
2393,"Ziebach County, SD",46137,1.25,277590, SD,46137
2394,"Anderson County, TN",47001,3.63,36525, TN,47001
2395,"Bedford County, TN",47003,3.43,51135, TN,47003
2396,"Benton County, TN",47005,3.35,58440, TN,47005
2397,"Bledsoe County, TN",47007,3.77,43830, TN,47007
2398,"Blount County, TN",47009,3.33,73050, TN,47009
2399,"Bradley County, TN",47011,3.42,36525, TN,47011
2400,"Campbell County, TN",47013,3.37,65745, TN,47013
2401,"Cannon County, TN",47015,3.66,29220, TN,47015
2402,"Carroll County, TN",47017,3.54,65745, TN,47017
2403,"Carter County, TN",47019,3.09,43830, TN,47019
2404,"Cheatham County, TN",47021,3.44,36525, TN,47021
2405,"Chester County, TN",47023,3.63,29220, TN,47023
2406,"Claiborne County, TN",47025,3.15,65745, TN,47025
2407,"Clay County, TN",47027,3.56,29220, TN,47027
2408,"Cocke County, TN",47029,2.99,51135, TN,47029
2409,"Coffee County, TN",47031,3.54,58440, TN,47031
2410,"Crockett County, TN",47033,3.5,43830, TN,47033
2411,"Cumberland County, TN",47035,3.84,80355, TN,47035
2412,"Davidson County, TN",47037,3.41,73050, TN,47037
2413,"Decatur County, TN",47039,3.33,43830, TN,47039
2414,"DeKalb County, TN",47041,3.53,43830, TN,47041
2415,"Dickson County, TN",47043,3.38,65745, TN,47043
2416,"Dyer County, TN",47045,3.37,65745, TN,47045
2417,"Fayette County, TN",47047,3.7,65745, TN,47047
2418,"Fentress County, TN",47049,3.69,65745, TN,47049
2419,"Franklin County, TN",47051,3.55,58440, TN,47051
